order_id,date,region,product,quantity,unit_price,discount,payment_method
105239,2025-05-12,West,Camera,1,36985.63,0.14,UPI
105342,2025-05-15,South,Phone,1,29350.26,0.35,Card
102694,2025-03-09,West,Smartwatch,1,7530.05,0.11,UPI
103817,2025-04-06,West,Phone,8,32731.62,0.12,UPI
104267,2025-04-18,North,Phone,1,33471.41,0.29,Wallet
100927,2025-01-25,South,Laptop,2,57136.08,0.07,COD
106465,2025-06-12,North,Headphones,1,2864.92,0.07,COD
105859,2025-05-28,East,Headphones,1,3010.92,0.22,UPI
103134,2025-03-20,East,Smartwatch,1,8851.9,0.1,COD
102940,2025-03-16,East,Tablet,2,20207.22,0.31,Wallet
101794,2025-02-15,West,Phone,1,31475.94,0.08,UPI
104880,2025-05-03,West,Laptop,1,57858.5,0.05,UPI
103091,2025-03-19,East,Headphones,1,2585.71,0.12,Wallet
100099,2025-01-03,South,Camera,1,38371.6,0.12,UPI
100822,2025-01-22,North,Laptop,1,59827.08,0.35,COD
100034,2025-01-02,North,Phone,1,35549.3,0.22,Wallet
103811,2025-04-06,North,Tablet,1,21413.75,0.35,UPI
102472,2025-03-03,South,Tablet,1,19063.11,,UPI
102928,2025-03-15,North,Tablet,1,23079.77,0.07,COD
102532,2025-03-05,East,Smartwatch,1,7643.02,0.31,Wallet
102347,2025-02-28,West,Headphones,3,3431.49,0.17,COD
105666,2025-05-23,South,Smartwatch,1,8932.53,0.32,UPI
100433,2025-01-11,South,Smartwatch,1,8747.51,0.13,Card
103438,2025-03-28,North,Laptop,1,70183.19,0.35,COD
101144,2025-01-31,South,Headphones,1,3238.22,0.22,Card
100473,2025-01-12,,Headphones,1,2988.79,0.3,UPI
101753,2025-02-14,North,Smartwatch,1,8178.21,0.3,Wallet
106188,2025-06-05,North,Phone,1,32266.64,0.32,Card
100229,2025-01-06,East,Headphones,1,3446.54,0.29,Wallet
103165,2025-03-21,North,Smartwatch,4,9001.91,0.35,UPI
100712,2025-01-19,South,Phone,3,27910.0,0.04,Card
100675,2025-01-18,South,Laptop,1,58398.77,0.18,COD
104510,2025-04-24,West,Tablet,1,20166.06,0.1,Wallet
101684,2025-02-12,West,Camera,2,47501.27,0.17,COD
103332,2025-03-25,West,Headphones,1,3339.49,0.03,Card
105227,2025-05-12,East,Laptop,4,65811.87,0.17,UPI
104401,2025-04-22,North,Smartwatch,1,7545.83,0.07,Wallet
106726,2025-06-19,North,Headphones,1,3002.99,0.22,Wallet
103231,2025-03-22,East,Phone,1,28782.58,0.23,Card
100307,2025-01-08,West,Camera,1,45078.23,0.31,Wallet
104158,2025-04-15,West,Camera,1,45822.3,0.2,COD
105391,2025-05-17,East,Headphones,1,2685.03,0.2,Card
103501,2025-03-30,East,Laptop,3,57336.19,0.19,UPI
101169,2025-01-31,North,Headphones,1,3064.6,0.2,COD
104326,2025-04-20,North,Headphones,1,3368.31,0.26,COD
102779,2025-03-12,North,Laptop,1,58320.78,0.35,COD
104227,2025-04-17,North,Smartwatch,1,7959.22,0.35,Card
104144,2025-04-15,West,Headphones,1,2691.24,0.16,Card
104597,2025-04-26,North,Phone,1,27740.48,0.02,UPI
101637,2025-02-11,North,Smartwatch,1,7855.81,0.11,COD
100509,2025-01-13,South,Camera,1,43498.18,0.3,COD
103628,2025-04-02,West,Tablet,1,20587.75,0.25,Wallet
102918,2025-03-15,South,Camera,2,51621.75,0.35,COD
101322,2025-02-03,East,Tablet,3,23156.62,0.27,UPI
102567,2025-03-06,East,Headphones,1,3121.73,0.23,COD
103777,2025-04-06,West,Laptop,1,53568.44,0.13,COD
103123,2025-03-20,West,Tablet,1,18935.43,0.31,Card
107128,2025-06-29,West,Camera,1,46902.05,0.06,UPI
106522,2025-06-13,North,Tablet,1,19167.38,0.12,Wallet
103720,2025-04-04,East,Tablet,1,18806.66,0.0,Wallet
104378,2025-04-21,West,Tablet,1,23329.2,0.27,Card
106159,2025-06-04,East,Smartwatch,3,7709.66,0.14,UPI
100028,2025-01-01,West,Smartwatch,1,7171.16,0.11,UPI
106244,2025-06-06,West,Laptop,1,57573.25,0.34,UPI
104371,2025-04-21,East,Headphones,1,2808.11,0.16,Card
104179,2025-04-16,West,Phone,1,29752.13,0.19,UPI
101885,2025-02-17,North,Tablet,1,22213.06,0.11,Wallet
105985,2025-05-31,West,Laptop,1,51906.24,0.12,Wallet
105890,2025-05-29,South,Smartwatch,1,7631.45,0.11,Wallet
101225,2025-02-01,East,Phone,1,27613.13,0.14,Card
105937,2025-05-30,South,Phone,1,26371.62,0.2,Card
101233,2025-02-01,East,Camera,1,42582.69,0.35,Wallet
101657,2025-02-11,North,Phone,1,27091.34,0.04,Card
100552,2025-01-14,North,Laptop,4,56646.07,0.21,COD
104228,2025-04-17,North,Camera,1,47973.62,0.31,COD
103485,2025-03-30,East,Smartwatch,1,7694.96,0.14,Card
100793,2025-01-21,West,Headphones,1,3259.12,0.35,Wallet
103974,2025-04-10,South,Camera,1,50365.25,0.19,UPI
100554,2025-01-14,North,Tablet,1,23767.96,0.07,Card
103080,2025-03-19,South,Phone,2,24748.76,0.29,COD
105246,2025-05-13,South,Headphones,2,3023.24,0.12,COD
103489,2025-03-30,South,Phone,1,31431.5,0.14,Wallet
106628,2025-06-16,North,Headphones,1,2987.2,0.28,Card
106058,2025-06-02,East,Headphones,1,3312.49,0.06,Wallet
106155,2025-06-04,West,Tablet,1,17789.71,0.28,COD
102445,2025-03-03,North,Smartwatch,1,8529.07,0.07,COD
104778,2025-04-30,North,Laptop,1,61398.94,0.11,Wallet
106506,2025-06-13,West,Phone,1,30734.73,0.18,Card
103636,2025-04-02,West,Headphones,4,3242.69,0.33,Card
101185,2025-01-31,East,Smartwatch,1,7861.83,0.28,Wallet
106358,2025-06-09,East,Smartwatch,1,7642.09,0.07,COD
106399,2025-06-11,South,Headphones,1,3066.18,0.22,Card
102273,2025-02-26,North,Tablet,1,17379.5,0.33,Card
102645,2025-03-08,South,Camera,3,45188.64,0.27,UPI
100301,2025-01-08,North,Phone,1,30469.61,0.35,COD
101687,2025-02-12,West,Headphones,1,3154.05,0.16,Wallet
107052,2025-06-27,West,Laptop,1,59429.22,0.09,Wallet
105253,2025-05-13,South,Laptop,1,68289.24,0.35,Wallet
106163,2025-06-04,South,Phone,2,26061.67,0.23,COD
106340,2025-06-09,West,Smartwatch,1,7676.58,0.28,Card
106450,2025-06-12,East,Laptop,1,67016.48,0.17,Wallet
100745,2025-01-20,North,Smartwatch,2,7752.1,0.08,Wallet
104447,2025-04-23,West,Camera,1,42596.26,0.35,COD
103281,2025-03-24,East,Tablet,1,19451.14,0.13,UPI
102229,2025-02-25,West,Smartwatch,1,8838.67,0.17,Card
104312,2025-04-19,West,Laptop,1,53094.55,0.29,UPI
104566,2025-04-25,North,Smartwatch,2,8157.97,0.3,Wallet
105800,2025-05-26,North,Tablet,4,19118.13,0.25,COD
104867,2025-05-03,South,Smartwatch,1,8473.34,0.2,Card
102497,2025-03-04,South,Smartwatch,1,7494.69,0.24,Wallet
101882,2025-02-17,South,Tablet,1,20671.74,0.35,Card
101506,2025-02-07,West,Headphones,1,3603.75,0.11,Wallet
105455,2025-05-18,West,Laptop,1,61136.87,0.06,Card
101990,2025-02-19,East,Laptop,1,64374.64,0.16,Card
100386,2025-01-10,East,Camera,1,50730.09,0.19,UPI
100141,2025-01-04,South,Phone,1,30384.57,0.05,COD
107050,2025-06-27,West,Camera,1,47447.21,0.05,Wallet
105864,2025-05-28,South,Laptop,2,63306.69,0.17,UPI
104298,2025-04-19,North,Smartwatch,1,8887.46,0.11,UPI
105743,2025-05-25,West,Smartwatch,1,8005.94,0.27,Card
106588,2025-06-15,East,Laptop,1,52881.31,0.31,Card
105903,2025-05-29,South,Tablet,1,21065.03,0.24,UPI
100098,2025-01-03,South,Smartwatch,2,7784.01,0.16,UPI
100347,2025-01-09,West,Smartwatch,1,7700.35,0.03,UPI
103861,2025-04-07,West,Smartwatch,1,7823.68,0.29,UPI
102444,2025-03-03,West,Laptop,1,55126.18,0.23,COD
100054,2025-01-02,North,Headphones,1,2582.17,0.26,UPI
103263,2025-03-23,West,Tablet,1,22317.89,0.13,Wallet
103619,2025-04-02,East,Camera,1,47265.68,0.15,Card
103999,2025-04-11,West,Tablet,2,18992.76,0.18,COD
100669,2025-01-17,South,Camera,1,44402.27,0.02,COD
104613,2025-04-27,South,Smartwatch,1,9033.54,0.35,COD
100575,2025-01-15,West,Laptop,2,68272.28,0.33,Wallet
104076,2025-04-13,South,Smartwatch,2,7669.73,0.11,COD
100079,2025-01-03,South,Headphones,2,2831.02,0.22,Wallet
102652,2025-03-08,North,Smartwatch,1,7883.83,0.25,Wallet
100662,2025-01-17,West,Phone,1,30851.5,0.16,UPI
102927,2025-03-15,East,Camera,2,46601.16,0.11,Card
105776,2025-05-26,North,Camera,1,41942.49,0.1,COD
102639,2025-03-08,East,Smartwatch,1,8967.2,0.07,Wallet
100596,2025-01-15,South,Tablet,1,18820.76,0.21,UPI
101457,2025-02-06,South,Laptop,1,65296.24,0.33,Wallet
104598,2025-04-26,North,Headphones,2,2798.91,0.19,COD
103067,2025-03-19,East,Laptop,1,53668.09,0.1,COD
100044,2025-01-02,West,Laptop,3,59067.3,0.18,Card
104695,2025-04-29,South,Camera,1,42199.49,0.06,COD
102243,2025-02-26,West,Laptop,1,59305.4,0.17,UPI
104653,2025-04-28,West,Laptop,5,62017.75,0.35,Wallet
100472,2025-01-12,West,Laptop,2,62821.84,0.08,UPI
101104,2025-01-30,West,Tablet,3,18167.58,0.07,COD
102921,2025-03-15,South,Smartwatch,1,8588.47,0.16,COD
104249,2025-04-18,East,Smartwatch,1,8556.53,0.35,Wallet
102954,2025-03-16,West,Tablet,1,20694.35,0.33,Card
100094,2025-01-03,South,Headphones,1,2810.17,0.11,COD
103692,2025-04-03,South,Camera,1,43029.69,0.17,Wallet
104771,2025-04-30,South,Phone,1,28947.52,0.05,UPI
106815,2025-06-21,South,Laptop,1,55994.91,0.29,UPI
102025,2025-02-21,West,Smartwatch,1,7660.38,0.24,Card
107032,2025-06-26,West,Laptop,1,60645.23,0.28,Wallet
106992,2025-06-25,North,Phone,1,28609.23,0.17,COD
104704,2025-04-29,East,Tablet,2,20367.12,0.14,Wallet
104747,2025-04-30,East,Tablet,1,20372.32,0.07,UPI
106514,2025-06-13,South,Smartwatch,1,8782.21,0.09,Wallet
104236,2025-04-17,North,Headphones,1,2614.74,0.22,Card
100166,2025-01-05,North,Phone,1,31043.25,0.2,UPI
105181,2025-05-11,North,Camera,1,45295.41,0.31,Wallet
104516,2025-04-24,North,Tablet,1,18171.64,0.33,Wallet
103239,2025-03-23,North,Laptop,2,61292.63,0.03,Wallet
100188,2025-01-05,South,Smartwatch,1,7405.32,0.29,UPI
100291,2025-01-08,North,Camera,1,46027.75,0.17,Card
101316,2025-02-03,South,Phone,1,27318.66,0.23,COD
103957,2025-04-10,South,Phone,1,31988.6,0.04,Wallet
104819,2025-05-02,South,Smartwatch,1,8601.32,0.22,UPI
100033,2025-01-02,West,Laptop,1,62691.73,0.11,COD
104888,2025-05-04,South,Laptop,2,65676.26,0.27,Wallet
106226,2025-06-06,North,Phone,1,31491.44,0.21,COD
101256,2025-02-02,South,Headphones,1,2910.22,0.11,COD
105825,2025-05-27,East,Tablet,6,15666.76,0.12,COD
105791,2025-05-26,South,Phone,1,33012.0,0.23,COD
102435,2025-03-03,West,Tablet,1,18048.37,0.35,Wallet
101028,2025-01-28,West,Headphones,2,3010.36,0.1,COD
102963,2025-03-16,East,Smartwatch,1,8026.83,0.14,Card
104234,2025-04-17,South,Tablet,1,18330.43,0.1,UPI
106219,2025-06-06,East,Camera,1,42636.99,0.25,COD
106981,2025-06-25,East,Phone,1,30695.51,0.1,UPI
104106,2025-04-14,South,Smartwatch,5,7857.76,0.26,UPI
102948,2025-03-16,North,Camera,1,43994.68,0.31,UPI
106235,2025-06-06,North,Tablet,1,21048.56,0.29,UPI
101002,2025-01-27,East,Phone,1,29271.22,0.2,Wallet
101356,2025-02-04,East,Laptop,1,53183.12,0.14,Wallet
106369,2025-06-10,West,Smartwatch,1,8376.86,0.26,COD
105351,2025-05-15,South,Phone,1,30292.76,0.1,Wallet
100645,2025-01-17,South,Laptop,1,61532.12,0.29,Wallet
104584,2025-04-26,East,Smartwatch,1,8081.94,0.09,Wallet
106034,2025-06-01,West,Smartwatch,1,7636.34,0.01,COD
103023,2025-03-18,East,Phone,1,31356.55,0.11,UPI
106363,2025-06-10,East,Laptop,1,55254.3,0.13,COD
103578,2025-04-01,South,Tablet,2,19544.1,0.01,COD
103042,2025-03-18,South,Smartwatch,2,8081.6,0.23,Wallet
106615,2025-06-16,West,Smartwatch,1,8287.71,0.35,Wallet
104731,2025-04-30,North,Tablet,2,21840.25,0.09,UPI
103335,2025-03-25,North,Camera,1,45653.16,0.22,Card
102864,2025-03-14,East,Phone,3,31839.84,0.25,UPI
104436,2025-04-23,North,Camera,1,40661.84,0.16,Wallet
103841,2025-04-07,North,Laptop,1,59746.51,0.15,UPI
101731,2025-02-13,East,Smartwatch,1,8566.56,0.26,UPI
101162,2025-01-31,South,Smartwatch,1,7987.97,0.23,COD
106889,2025-06-23,South,Smartwatch,3,9045.95,0.06,Wallet
100899,2025-01-24,North,Tablet,1,19621.26,0.34,UPI
102040,2025-02-21,North,Headphones,1,2953.31,0.08,COD
105970,2025-05-31,South,Camera,1,44433.48,,COD
104706,2025-04-29,East,Smartwatch,1,8290.33,0.27,Wallet
100382,2025-01-10,South,Camera,1,45195.5,0.3,Wallet
102883,2025-03-14,West,Camera,1,44081.76,0.15,UPI
104907,2025-05-04,East,Camera,2,43148.12,0.19,COD
100674,2025-01-17,South,Laptop,3,52241.41,0.35,COD
102712,2025-03-10,North,Laptop,1,53398.03,0.13,UPI
104908,2025-05-04,North,Headphones,1,3145.63,0.23,COD
100255,2025-01-07,South,Phone,1,29542.61,0.16,UPI
105366,2025-05-16,South,Headphones,2,2437.71,0.12,COD
106247,2025-06-06,South,Phone,4,27264.0,0.03,Card
104913,2025-05-04,West,Tablet,3,21340.94,0.28,UPI
104807,2025-05-01,East,Phone,2,25559.86,0.08,UPI
103810,2025-04-06,North,Camera,1,44454.68,0.13,COD
102666,2025-03-08,South,Camera,1,42855.94,0.15,Wallet
102827,2025-03-13,North,Tablet,1,22204.89,0.12,Card
101749,2025-02-14,South,Headphones,1,3155.17,0.08,Card
100840,2025-01-22,North,Smartwatch,1,8828.01,0.23,Wallet
101132,2025-01-30,East,Smartwatch,1,6996.6,0.21,Wallet
105134,2025-05-10,South,Laptop,2,62705.44,0.33,COD
103773,2025-04-05,South,Phone,1,28502.01,0.29,UPI
106526,2025-06-13,West,Phone,1,30197.54,0.17,COD
100383,2025-01-10,West,Smartwatch,2,8176.2,0.09,Card
101743,2025-02-13,South,Phone,1,29248.65,0.2,Card
105503,2025-05-19,West,Phone,1,31569.35,0.21,Card
102012,2025-02-20,East,Laptop,1,58236.7,0.29,UPI
103455,2025-03-29,West,Laptop,3,55162.12,0.17,Wallet
103463,2025-03-29,West,Smartwatch,1,7942.99,0.13,Wallet
103234,2025-03-22,North,Laptop,1,74564.44,0.04,Card
101652,2025-02-11,North,Phone,1,28527.66,0.26,Card
104983,2025-05-06,North,Phone,2,27646.85,0.18,UPI
103954,2025-04-10,South,Smartwatch,3,7581.01,0.28,COD
101135,2025-01-30,West,Smartwatch,1,7045.64,0.24,Card
103527,2025-03-30,South,Tablet,1,21036.49,0.32,COD
106148,2025-06-04,North,Phone,1,33718.76,0.14,Wallet
100125,2025-01-04,East,Headphones,1,2854.4,0.1,UPI
106636,2025-06-16,South,Laptop,1,51935.03,0.11,Card
106558,2025-06-14,North,Tablet,1,19417.05,0.25,UPI
106373,2025-06-10,South,Phone,1,28924.73,0.13,Card
104284,2025-04-19,East,Camera,1,37805.22,0.03,UPI
106738,2025-06-19,North,Smartwatch,1,8072.7,0.35,COD
101183,2025-01-31,South,Tablet,3,20365.34,0.24,Wallet
105635,2025-05-22,North,Headphones,1,2554.08,0.33,Card
100685,2025-01-18,North,Camera,1,44163.14,0.35,Wallet
103722,2025-04-04,East,Headphones,1,3361.54,0.15,COD
106941,2025-06-24,South,Tablet,1,19100.37,0.21,Wallet
101079,2025-01-29,West,Camera,1,49942.56,0.14,Card
104021,2025-04-12,West,Headphones,1,3134.46,0.3,Wallet
102889,2025-03-14,South,Tablet,1,21650.57,0.26,Card
101578,2025-02-09,East,Phone,3,29899.18,0.12,Wallet
102675,2025-03-09,West,Tablet,1,19436.13,0.18,Wallet
107046,2025-06-27,North,Camera,1,41132.49,0.04,Card
105087,2025-05-09,East,Headphones,1,2765.73,0.16,COD
100067,2025-01-03,North,Tablet,1,21235.16,0.33,COD
104665,2025-04-28,West,Laptop,1,60045.41,0.05,Card
105084,2025-05-08,East,Tablet,1,20833.23,0.17,UPI
105869,2025-05-28,North,Phone,1,28970.47,0.07,COD
104156,2025-04-15,East,Headphones,1,3282.23,0.15,Card
106683,2025-06-17,South,Headphones,2,2537.45,0.02,Card
106330,2025-06-08,East,Smartwatch,4,7706.88,0.17,Wallet
106929,2025-06-24,North,Phone,2,28329.38,0.08,UPI
103397,2025-03-27,South,Tablet,3,20380.82,0.15,Wallet
103767,2025-04-05,West,Camera,1,47683.18,0.32,Card
102271,2025-02-26,South,Camera,3,42731.5,0.13,Wallet
105645,2025-05-23,West,Headphones,1,2997.48,0.35,COD
100179,2025-01-05,North,Tablet,1,18762.0,0.25,Card
100586,2025-01-15,South,Headphones,1,3447.62,0.2,COD
102209,2025-02-25,,Camera,1,48355.3,0.1,UPI
107054,2025-06-27,West,Laptop,1,49067.27,0.3,Card
103282,2025-03-24,North,Smartwatch,3,8025.66,0.09,Wallet
105316,2025-05-14,South,Headphones,1,2952.96,0.29,Card
104531,2025-04-25,North,Headphones,1,3001.22,0.1,UPI
104615,2025-04-27,North,Smartwatch,1,8030.61,0.23,UPI
100929,2025-01-25,South,Headphones,1,3103.95,0.04,UPI
106169,2025-06-05,West,Tablet,3,18882.93,0.22,COD
102874,2025-03-14,East,Laptop,1,60794.1,0.29,COD
103369,2025-03-26,North,Headphones,3,3127.4,0.17,Card
104090,2025-04-14,South,Tablet,1,21313.77,0.14,Card
104726,2025-04-29,,Phone,1,28798.78,0.32,UPI
103880,2025-04-08,North,Smartwatch,1,8386.73,0.16,Card
105551,2025-05-21,West,Laptop,2,61699.65,0.04,Wallet
104621,2025-04-27,South,Tablet,1,19533.4,0.2,COD
102176,2025-02-24,West,Laptop,1,72431.77,0.22,UPI
102353,2025-02-28,West,Camera,1,46272.79,0.11,UPI
103475,2025-03-29,West,Tablet,1,21270.57,0.31,UPI
103683,2025-04-03,North,Phone,1,32410.28,0.05,COD
105498,2025-05-19,South,Tablet,1,18980.38,0.19,Wallet
103373,2025-03-26,North,Headphones,1,2886.56,0.24,UPI
100021,2025-01-01,West,Headphones,1,3071.95,0.06,COD
101321,2025-02-03,West,Phone,1,30499.66,0.35,COD
104124,2025-04-14,West,Tablet,1,19792.1,0.2,UPI
105191,2025-05-11,North,Laptop,2,47710.35,0.28,UPI
104350,2025-04-20,North,Tablet,1,17308.24,0.12,Wallet
105637,2025-05-22,North,Smartwatch,1,7272.41,0.03,Card
100913,2025-01-25,East,Phone,1,29537.08,0.19,Card
100214,2025-01-06,North,Headphones,1,3046.19,0.1,Wallet
101494,2025-02-07,East,Tablet,1,22982.91,0.12,Wallet
101392,2025-02-05,South,Smartwatch,1,8252.69,0.09,COD
104133,2025-04-15,East,Laptop,1,57274.91,0.26,Wallet
101599,2025-02-10,North,Tablet,1,20859.01,0.15,UPI
106206,2025-06-05,East,Phone,1,34717.47,0.02,Card
105447,2025-05-18,South,Smartwatch,1,8418.41,0.14,Card
105306,2025-05-14,West,Smartwatch,1,7907.58,0.2,Card
106552,2025-06-14,West,Headphones,1,3524.89,0.12,COD
102569,2025-03-06,North,Camera,5,39111.15,0.18,COD
103977,2025-04-11,East,Smartwatch,1,8166.82,0.35,Card
103733,2025-04-05,North,Headphones,2,3057.89,0.04,COD
101759,2025-02-14,South,Tablet,2,21178.13,0.28,COD
105497,2025-05-19,East,Phone,1,29970.08,0.11,Card
104032,2025-04-12,South,Headphones,1,3144.76,0.2,Wallet
106517,2025-06-13,North,Smartwatch,1,8423.52,0.07,COD
106241,2025-06-06,South,Tablet,1,17378.98,0.13,Card
100197,2025-01-06,West,Laptop,1,60688.45,0.29,UPI
106663,2025-06-17,East,Phone,1,29799.33,0.24,UPI
106534,2025-06-14,West,Tablet,1,19747.4,0.21,Wallet
100910,2025-01-25,East,Smartwatch,1,7124.63,0.35,Card
106530,2025-06-13,West,Headphones,1,3039.21,0.15,Wallet
105036,2025-05-07,South,Smartwatch,1,7644.61,0.13,Card
100068,2025-01-03,East,Smartwatch,2,8007.79,0.08,Card
102702,2025-03-09,South,Phone,1,29178.38,0.04,Card
103813,2025-04-06,West,Phone,1,24205.35,0.19,COD
102168,2025-02-24,North,Laptop,1,64361.4,0.14,UPI
106089,2025-06-03,East,Laptop,1,64777.62,0.25,Wallet
102331,2025-02-28,West,Headphones,1,3108.92,0.31,Card
100799,2025-01-21,East,Laptop,1,62007.05,0.3,COD
102819,2025-03-13,South,Phone,1,32919.5,0.26,Card
102718,2025-03-10,South,Headphones,1,2830.61,0.35,COD
101768,2025-02-14,West,Smartwatch,1,8191.93,0.14,Wallet
107096,2025-06-28,North,Camera,1,41570.9,0.14,UPI
100222,2025-01-06,West,Tablet,1,20031.06,0.15,Card
101014,2025-01-28,West,Headphones,1,3373.34,0.31,Wallet
104302,2025-04-19,East,Tablet,2,23152.71,0.19,COD
104324,2025-04-20,East,Camera,1,46916.4,0.08,Wallet
106079,2025-06-02,East,Smartwatch,1,7598.12,0.25,UPI
104471,2025-04-23,East,Tablet,2,20397.35,0.27,Wallet
105402,2025-05-17,South,Laptop,1,62871.19,0.18,Card
104222,2025-04-17,South,Smartwatch,2,8287.78,0.12,COD
105923,2025-05-30,North,Camera,1,45021.53,0.35,Wallet
101600,2025-02-10,West,Smartwatch,1,8339.74,0.09,Card
103186,2025-03-21,East,Tablet,1,21354.13,0.35,COD
104974,2025-05-06,West,Smartwatch,1,7948.9,0.17,Wallet
106414,2025-06-11,East,Headphones,3,3159.01,0.26,COD
104417,2025-04-22,North,Laptop,1,60742.98,0.22,COD
101163,2025-01-31,East,Tablet,1,19877.35,0.15,COD
105922,2025-05-29,North,Laptop,1,54185.32,0.12,COD
103943,2025-04-10,North,Tablet,1,18646.02,0.26,Card
106376,2025-06-10,North,Tablet,1,21706.57,0.18,COD
102479,2025-03-03,East,Camera,1,47772.56,0.24,COD
104200,2025-04-17,North,Camera,2,44993.37,0.15,UPI
103334,2025-03-25,North,Laptop,4,58024.72,0.06,Wallet
101584,2025-02-09,South,Camera,1,43349.32,0.04,UPI
101924,2025-02-18,South,Phone,3,26333.11,0.25,Card
103152,2025-03-21,North,Laptop,1,53915.35,0.18,COD
100181,2025-01-05,North,Camera,2,48825.4,0.16,UPI
102992,2025-03-17,North,Phone,1,30311.21,0.1,COD
106607,2025-06-15,North,Headphones,1,3130.85,0.27,UPI
102130,2025-02-23,West,Smartwatch,1,8268.45,0.35,COD
102089,2025-02-22,South,Smartwatch,1,6778.68,0.14,Wallet
102403,2025-03-02,East,Laptop,2,61865.45,0.34,COD
103000,2025-03-17,South,Tablet,1,20274.42,0.04,UPI
106406,2025-06-11,South,Headphones,1,2671.03,0.18,Card
105180,2025-05-11,East,Phone,3,30429.24,0.11,Card
103396,2025-03-27,East,Tablet,1,18958.58,0.23,COD
105123,2025-05-10,North,Laptop,1,62704.68,0.08,UPI
105174,2025-05-11,East,Tablet,2,19084.36,0.17,COD
101289,2025-02-03,North,Tablet,1,18438.43,0.35,COD
103431,2025-03-28,South,Headphones,1,2804.96,0.3,Wallet
104739,2025-04-30,West,Tablet,1,19168.8,0.14,UPI
106433,2025-06-11,West,Headphones,1,2850.27,0.22,Card
106041,2025-06-01,West,Tablet,1,19925.18,0.13,COD
103755,2025-04-05,East,Phone,1,31142.09,0.05,Wallet
101416,2025-02-05,East,Laptop,1,55330.02,0.09,UPI
100385,2025-01-10,South,Laptop,1,63049.37,0.07,COD
103804,2025-04-06,North,Phone,1,30811.14,0.1,Wallet
103032,2025-03-18,East,Smartwatch,1,8132.62,0.35,UPI
106955,2025-06-25,East,Phone,1,31622.18,0.19,Card
107017,2025-06-26,South,Headphones,1,3365.36,,UPI
101954,2025-02-19,East,Phone,1,33113.31,0.23,COD
102285,2025-02-27,East,Headphones,2,2930.25,0.35,UPI
106063,2025-06-02,East,Phone,2,34158.45,0.32,Card
102755,2025-03-11,North,Camera,2,46777.33,0.29,Wallet
103643,2025-04-02,West,Laptop,1,55133.08,0.35,Wallet
102907,2025-03-15,North,Laptop,1,58160.97,0.34,Wallet
103496,2025-03-30,East,Camera,3,48767.78,0.35,Wallet
103285,2025-03-24,West,Smartwatch,3,8679.84,0.32,COD
105597,2025-05-22,South,Headphones,1,3332.64,0.14,UPI
106545,2025-06-14,North,Camera,1,50775.33,0.05,COD
103066,2025-03-19,West,Phone,2,30974.58,0.24,Card
106196,2025-06-05,South,Camera,4,47659.66,0.19,Card
104095,2025-04-14,West,Phone,1,28013.37,0.35,Card
102746,2025-03-11,East,Phone,1,28158.71,0.06,Wallet
100136,2025-01-04,North,Headphones,1,3264.96,0.26,Wallet
102772,2025-03-11,West,Tablet,1,20508.08,0.19,Card
102146,2025-02-23,South,Smartwatch,1,8108.28,0.11,UPI
105226,2025-05-12,West,Tablet,1,21783.21,0.15,Wallet
105605,2025-05-22,North,Camera,1,47987.74,0.14,COD
101515,2025-02-07,East,Tablet,1,22805.28,0.14,COD
104317,2025-04-19,East,Tablet,1,18852.28,0.15,Card
104511,2025-04-24,West,Smartwatch,1,7868.43,0.25,Card
102470,2025-03-03,South,Laptop,1,51866.63,0.14,Wallet
105281,2025-05-14,South,Phone,1,34314.42,0.06,Wallet
100800,2025-01-21,South,Smartwatch,1,8591.4,0.17,COD
103338,2025-03-26,West,Phone,1,29313.79,0.35,UPI
105107,2025-05-09,South,Tablet,1,21677.98,0.29,Card
104862,2025-05-03,North,Headphones,1,3048.61,0.3,UPI
101758,2025-02-14,West,Headphones,1,2622.78,0.09,Card
102408,2025-03-02,East,Camera,3,47665.56,0.08,Card
105990,2025-05-31,North,Camera,1,39621.59,0.15,COD
100057,2025-01-02,West,Phone,1,32463.29,0.35,Card
103073,2025-03-19,East,Headphones,2,2729.19,0.31,UPI
103715,2025-04-04,South,Smartwatch,1,7880.16,0.14,Wallet
105636,2025-05-22,West,Smartwatch,1,8457.08,0.17,Wallet
101309,2025-02-03,North,Camera,1,37630.46,0.22,COD
106140,2025-06-04,South,Phone,1,29075.21,0.17,COD
106644,2025-06-16,West,Headphones,1,3296.14,0.1,UPI
101993,2025-02-20,West,Camera,1,48153.41,0.3,COD
105579,2025-05-21,East,Headphones,1,3128.68,0.27,COD
106986,2025-06-25,North,Tablet,1,18997.01,0.29,UPI
106988,2025-06-25,South,Headphones,1,2703.46,0.28,UPI
104543,2025-04-25,South,Smartwatch,1,7179.74,0.17,Card
103177,2025-03-21,West,Tablet,1,20724.89,0.19,Wallet
106688,2025-06-18,West,Laptop,1,57787.94,0.23,Card
101056,2025-01-29,East,Laptop,1,58219.41,0.35,Wallet
103631,2025-04-02,East,Camera,1,52838.83,0.17,UPI
103358,2025-03-26,North,Laptop,1,64061.56,0.09,Card
103575,2025-04-01,West,Headphones,2,2827.23,0.16,Wallet
104651,2025-04-28,East,Laptop,1,57757.42,0.18,UPI
101991,2025-02-19,West,Headphones,1,3139.4,0.04,UPI
100259,2025-01-07,East,Laptop,2,63372.1,0.02,Card
